"Category","Percentage"
"Less than high school",3.2
"High school diploma or GED",11.1
"Some college or associate degree",16.9
"Bachelor's degree",38.9
"Graduate or professional degree",29.8
"High school graduate or higher",96.8
"Bachelor's degree or higher",68.7
