"Category","Percentage"
"Less than high school",5.6
"High school diploma or GED",11.4
"Some college or associate degree",12.2
"Bachelor's degree",36.1
"Graduate or professional degree",34.8
"High school graduate or higher",94.4
"Bachelor's degree or higher",70.8
